,Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,topic,cosponsor_ids
285,H.R. 7648,https://www.congress.gov/bill/119th-congress/house-bill/7648,119th Congress (2025-2026),Local Taxpayer Protection Act of 2026,"Kean, Thomas H. [Rep.-R-NJ-7]",2026-02-23,"House - Judiciary, Energy and Commerce, Transportation and Infrastructure","Referred to the Committee on the Judiciary, and in addition to the Committees on Energy and Commerce, and Transportation and Infrastructure, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2026-02-23,0,housing,[]
286,H.R. 7647,https://www.congress.gov/bill/119th-congress/house-bill/7647,119th Congress (2025-2026),MORE Opportunities for Homeownership Act,"Gonzalez, Vicente [Rep.-D-TX-34]",2026-02-23,House - Financial Services,Referred to the House Committee on Financial Services.,2026-02-23,2,housing,"['F000466', 'V000138']"
287,H.R. 7646,https://www.congress.gov/bill/119th-congress/house-bill/7646,119th Congress (2025-2026),Payback Act,"Crockett, Jasmine [Rep.-D-TX-30]",2026-02-23,House - Ways and Means,Referred to the House Committee on Ways and Means.,2026-02-23,0,public_safety,[]
288,H.R. 7645,https://www.congress.gov/bill/119th-congress/house-bill/7645,119th Congress (2025-2026),Ceasefire Compliance Act of 2026,"Casten, Sean [Rep.-D-IL-6]",2026-02-23,House - Foreign Affairs,Referred to the House Committee on Foreign Affairs.,2026-02-23,28,public_safety,"['D000631', 'E000299', 'D000530', 'B001318', 'M000312', 'S001145', 'K000389', 'G000559', 'B001292', 'T000487', 'D000399', 'F000477', 'T000460', 'G000587', 'M001163', 'T000491', 'R000621', 'H001068', 'T000472', 'C001125', 'P000597', 'W000822', 'K000009', 'M001143', 'C001091', 'H001094', 'T000193', 'F000454', 'C001112']"
289,H.R. 7644,https://www.congress.gov/bill/119th-congress/house-bill/7644,119th Congress (2025-2026),Millennium Challenge Corporation Strategic Modernization Act,"Barr, Andy [Rep.-R-KY-6]",2026-02-23,House - Foreign Affairs,Referred to the House Committee on Foreign Affairs.,2026-02-23,0,public_safety,[]
290,H.R. 7643,https://www.congress.gov/bill/119th-congress/house-bill/7643,119th Congress (2025-2026),Veteran Technology Employment Success Act,"Walkinshaw, James R. [Rep.-D-VA-11]",2026-02-23,House - Veterans' Affairs,Referred to the House Committee on Veterans' Affairs.,2026-02-23,1,veterans,['M001220']
291,H.R. 7642,https://www.congress.gov/bill/119th-congress/house-bill/7642,119th Congress (2025-2026),GUIDE Act,"Kim, Young [Rep.-R-CA-40]",2026-02-23,House - Foreign Affairs,Referred to the House Committee on Foreign Affairs.,2026-02-23,1,public_safety,['L000599']
292,H.R. 7641,https://www.congress.gov/bill/119th-congress/house-bill/7641,119th Congress (2025-2026),Transparency in Foreign Assistance Act,"Lawler, Michael [Rep.-R-NY-17]",2026-02-23,House - Foreign Affairs,Referred to the House Committee on Foreign Affairs.,2026-02-23,1,funding,"['J000305', 'M001238']"
293,H.R. 7640,https://www.congress.gov/bill/119th-congress/house-bill/7640,119th Congress (2025-2026),Shut Down Sanctuary Policies Act of 2026,"McClintock, Tom [Rep.-R-CA-5]",2026-02-23,House - Judiciary,"Placed on the Union Calendar, Calendar No. 465.",2026-03-12,5,public_safety,"['C001118', 'N000026', 'H001096', 'F000478', 'T000165']"
294,H.R. 7639,https://www.congress.gov/bill/119th-congress/house-bill/7639,119th Congress (2025-2026),For the relief of Roberto Carlos Lopez.,"Davis, Danny K. [Rep.-D-IL-7]",2026-02-20,House - Judiciary,Referred to the House Committee on the Judiciary.,2026-02-20,0,public_safety,[]
295,H.R. 7638,https://www.congress.gov/bill/119th-congress/house-bill/7638,119th Congress (2025-2026),"To restore the integrity of the Fifth Amendment to the Constitution of the United States, and for other purposes.","Walberg, Tim [Rep.-R-MI-5]",2026-02-20,"House - Judiciary, Energy and Commerce, Ways and Means, Financial Services","Referred to the Committee on the Judiciary, and in addition to the Committees on Energy and Commerce, Ways and Means, and Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2026-02-20,3,public_safety,"['R000606', 'M001177', 'S001205']"
296,H.R. 7637,https://www.congress.gov/bill/119th-congress/house-bill/7637,119th Congress (2025-2026),Head Start for America’s Children Act,"Tlaib, Rashida [Rep.-D-MI-12]",2026-02-20,House - Education and Workforce,Referred to the House Committee on Education and Workforce.,2026-02-20,32,education,"['L000602', 'A000370', 'B001281', 'C001112', 'C001072', 'C001123', 'C001067', 'D000096', 'D000624', 'E000301', 'E000296', 'F000476', 'N000147', 'G000559', 'G000586', 'G000606', 'G000585', 'H001094', 'J000298', 'K000402', 'L000582', 'M001227', 'M001220', 'M001229', 'M001160', 'O000173', 'P000597', 'P000607', 'R000305', 'S001231', 'T000487', 'W000822']"
297,H.R. 7636,https://www.congress.gov/bill/119th-congress/house-bill/7636,119th Congress (2025-2026),To amend the Internal Revenue Code of 1986 to establish the individual tariff refund credit.,"Thompson, Mike [Rep.-D-CA-4]",2026-02-20,House - Ways and Means,Referred to the House Committee on Ways and Means.,2026-02-20,0,funding,[]
298,H.R. 7635,https://www.congress.gov/bill/119th-congress/house-bill/7635,119th Congress (2025-2026),CHARGE Act,"Steube, W. Gregory [Rep.-R-FL-17]",2026-02-20,House - Ways and Means,Referred to the House Committee on Ways and Means.,2026-02-20,0,public_safety,[]
299,H.R. 7634,https://www.congress.gov/bill/119th-congress/house-bill/7634,119th Congress (2025-2026),Judicial Loyalty Act of 2026,"Stauber, Pete [Rep.-R-MN-8]",2026-02-20,House - Judiciary,Referred to the House Committee on the Judiciary.,2026-02-20,0,public_safety,[]
300,H.R. 7633,https://www.congress.gov/bill/119th-congress/house-bill/7633,119th Congress (2025-2026),American Assistance Visibility Act,"Shreve, Jefferson [Rep.-R-IN-6]",2026-02-20,House - Foreign Affairs,Referred to the House Committee on Foreign Affairs.,2026-02-20,2,housing,"['L000599', 'B001307']"
301,H.R. 7632,https://www.congress.gov/bill/119th-congress/house-bill/7632,119th Congress (2025-2026),SHADOW Act,"Self, Keith [Rep.-R-TX-3]",2026-02-20,House - Foreign Affairs,Referred to the House Committee on Foreign Affairs.,2026-02-20,4,Other,"['K000375', 'S000344', 'B001307', 'L000599', 'V000138']"
302,H.R. 7631,https://www.congress.gov/bill/119th-congress/house-bill/7631,119th Congress (2025-2026),Rural Water Security Act,"Pettersen, Brittany [Rep.-D-CO-7]",2026-02-20,House - Transportation and Infrastructure,Referred to the House Committee on Transportation and Infrastructure.,2026-02-20,6,rural,"['H001100', 'C001137', 'C001121', 'D000197', 'E000300', 'N000191']"
303,H.R. 7630,https://www.congress.gov/bill/119th-congress/house-bill/7630,119th Congress (2025-2026),Republic of Georgia Sovereignty Act,"Perry, Scott [Rep.-R-PA-10]",2026-02-20,House - Foreign Affairs,Referred to the House Committee on Foreign Affairs.,2026-02-20,0,environment,[]
304,H.R. 7629,https://www.congress.gov/bill/119th-congress/house-bill/7629,119th Congress (2025-2026),Pittman-Robertson Wildlife Restoration Act and Dingell-Johnson Sport Fish Restoration Act District of Columbia Equality Act of 2026,"Norton, Eleanor Holmes [Del.-D-DC-At Large]",2026-02-20,House - Natural Resources,Referred to the House Committee on Natural Resources.,2026-02-20,0,environment,[]
305,H.R. 7628,https://www.congress.gov/bill/119th-congress/house-bill/7628,119th Congress (2025-2026),To repeal the provision of law that provides automatic pay adjustments for Members of Congress.,"Norman, Ralph [Rep.-R-SC-5]",2026-02-20,"House - House Administration, Oversight and Government Reform","Referred to the Committee on House Administration, and in addition to the Committee on Oversight and Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2026-02-20,0,funding,[]
306,H.R. 7627,https://www.congress.gov/bill/119th-congress/house-bill/7627,119th Congress (2025-2026),Tribal Conservation Priorities Inclusion Act,"Neguse, Joe [Rep.-D-CO-2]",2026-02-20,House - Agriculture,Referred to the House Committee on Agriculture.,2026-02-20,0,environment,[]
307,H.R. 7626,https://www.congress.gov/bill/119th-congress/house-bill/7626,119th Congress (2025-2026),Defend Elections from Trump Act,"Moulton, Seth [Rep.-D-MA-6]",2026-02-20,"House - Judiciary, Intelligence (Permanent Select), Armed Services","Referred to the Committee on the Judiciary, and in addition to the Committees on Intelligence (Permanent Select), and Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2026-02-20,0,public_safety,[]
308,H.R. 7625,https://www.congress.gov/bill/119th-congress/house-bill/7625,119th Congress (2025-2026),MTS CYBER Act of 2026,"McDowell, Addison P. [Rep.-R-NC-6]",2026-02-20,"House - Transportation and Infrastructure, Homeland Security","Referred to the Committee on Transportation and Infrastructure, and in addition to the Committee on Homeland Security, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2026-02-20,1,public_safety,['B001323']
309,H.R. 7624,https://www.congress.gov/bill/119th-congress/house-bill/7624,119th Congress (2025-2026),Safe Shelters for Survivors Act of 2026,"Mace, Nancy [Rep.-R-SC-1]",2026-02-20,House - Financial Services,Referred to the House Committee on Financial Services.,2026-02-20,0,public_safety,[]
310,H.R. 7623,https://www.congress.gov/bill/119th-congress/house-bill/7623,119th Congress (2025-2026),Freedom House Ambulance Service Congressional Gold Medal Act,"Lee, Summer L. [Rep.-D-PA-12]",2026-02-20,"House - Financial Services, House Administration","Referred to the Committee on Financial Services, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2026-02-20,21,veterans,"['K000376', 'D000624', 'B001313', 'C001119', 'D000096', 'D000631', 'D000530', 'E000296', 'F000476', 'F000466', 'G000604', 'H001085', 'K000391', 'L000562', 'N000147', 'P000614', 'S001205', 'T000467', 'W000797', 'T000481', 'G000602', 'T000469', 'D000399', 'L000593']"
311,H.R. 7622,https://www.congress.gov/bill/119th-congress/house-bill/7622,119th Congress (2025-2026),"Iran Human Rights, Internet Freedom, and Accountability Act of 2026","Lawler, Michael [Rep.-R-NY-17]",2026-02-20,"House - Foreign Affairs, Financial Services","Referred to the Committee on Foreign Affairs, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2026-02-20,41,environment,"['S000344', 'S000168', 'G000583', 'F000466', 'Y000067', 'G000602', 'G000601', 'P000613', 'S000522', 'L000600', 'B001281', 'M001157', 'S000250', 'T000478', 'C001127', 'J000311', 'B001257', 'L000582', 'K000398', 'V000129', 'B001282', 'V000133', 'S001200', 'C001103', 'A000148', 'F000475', 'K000397', 'W000814', 'D000230', 'A000381', 'M000194', 'S001212', 'S001201', 'V000138', 'M001212', 'P000048', 'L000598', 'M001241', 'W000797', 'M001238', 'P000608', 'B001285', 'G000576', 'M001188', 'L000590', 'S001190', 'M001236', 'B001326', 'R000305', 'M001232', 'J000310']"
312,H.R. 7621,https://www.congress.gov/bill/119th-congress/house-bill/7621,119th Congress (2025-2026),Stop ICE Election Militarization Act,"Larson, John B. [Rep.-D-CT-1]",2026-02-20,House - Judiciary,Referred to the House Committee on the Judiciary.,2026-02-20,11,public_safety,"['W000788', 'E000299', 'N000147', 'S001193', 'S001185', 'J000288', 'G000585', 'D000096', 'T000460', 'G000599', 'P000608']"
313,H.R. 7620,https://www.congress.gov/bill/119th-congress/house-bill/7620,119th Congress (2025-2026),CHEERS Act of 2026,"LaHood, Darin [Rep.-R-IL-16]",2026-02-20,House - Ways and Means,Referred to the House Committee on Ways and Means.,2026-02-20,3,public_safety,"['H001066', 'T000478', 'D000617']"
314,H.R. 7619,https://www.congress.gov/bill/119th-congress/house-bill/7619,119th Congress (2025-2026),To prohibit a State to impose a retroactive tax on assets of nonresident individuals.,"Kiley, Kevin [Rep.-R-CA-3]",2026-02-20,House - Judiciary,Referred to the House Committee on the Judiciary.,2026-02-20,0,funding,[]
315,H.R. 7618,https://www.congress.gov/bill/119th-congress/house-bill/7618,119th Congress (2025-2026),American Battlefield Protection Program Amendments Act of 2026,"Kiggans, Jennifer A. [Rep.-R-VA-2]",2026-02-20,House - Natural Resources,Referred to the House Committee on Natural Resources.,2026-02-20,2,veterans,"['M001223', 'L000590', 'M001222']"
316,H.R. 7617,https://www.congress.gov/bill/119th-congress/house-bill/7617,119th Congress (2025-2026),"To provide funding for administrative expenses of the Department of Homeland Security during any lapse in appropriations during fiscal year 2026, to require that the Department be responsive to congressional offices during such a lapse in appropriations, and for other purposes.","Johnson, Julie [Rep.-D-TX-32]",2026-02-20,House - Appropriations,Referred to the House Committee on Appropriations.,2026-02-20,0,funding,[]
317,H.R. 7616,https://www.congress.gov/bill/119th-congress/house-bill/7616,119th Congress (2025-2026),Transatlantic Academic Security and Risk Mitigation Act,"Jackson, Ronny [Rep.-R-TX-13]",2026-02-20,House - Foreign Affairs,Referred to the House Committee on Foreign Affairs.,2026-02-20,3,public_safety,"['F000484', 'L000599', 'S001224']"
